,Residence,Age,Class_Time,Class_Rating,Class_Medium,Self_Study_Time,Fitness_Time,Sleep_Time,Social_Media_Time,Social_Media_Platform,TV_Time,Meals_Number,Weight_Change,Health_Issue,Stress_Busters,Time_Utilized,Miss,More_Social_connection,Total_studying_time,Total_resting_time
697,Delhi-NCR,20,4,Poor,Smartphone,0,1,8,2,Instagram,0,3,2,NO,ART,YES,SOCIALIZE,YES,4,11
698,Delhi-NCR,30,1,Poor,Smartphone,1,0,8,3,Others,0,3,0,NO,MUSIC,NO,SCHOOL/WORK,YES,2,11
699,Outside Delhi-NCR,20,4,Poor,Smartphone,3,1,6,4,Youtube,2,2,1,NO,MUSIC,NO,SCHOOL/WORK,NO,7,13
700,Outside Delhi-NCR,20,4,Poor,Smartphone,2,0,6,1,Instagram,0,3,2,NO,SOCIALIZE,NO,SCHOOL/WORK,YES,6,8
701,Outside Delhi-NCR,25,2,Poor,Laptop/Desktop,1,0,9,3,Instagram,0,2,0,NO,MUSIC,NO,SCHOOL/WORK,YES,3,12
702,Outside Delhi-NCR,20,0,Poor,Laptop/Desktop,4,0,8,5,Instagram,0,3,2,YES,SOCIALIZE,YES,SOCIALIZE,YES,4,13
703,Outside Delhi-NCR,25,2,Poor,Laptop/Desktop,2,2,7,5,Whatsapp,2,2,2,NO,ONLINE ACTIVITIES,NO,SOCIALIZE,YES,4,14
704,Delhi-NCR,20,4,Poor,Smartphone,4,0,6,1,Whatsapp,2,2,2,NO,REST,NO,SCHOOL/WORK,YES,8,9
705,Delhi-NCR,20,4,Poor,Smartphone,4,0,7,3,Instagram,0,4,1,NO,ONLINE ACTIVITIES,YES,SCHOOL/WORK,YES,8,10
706,Delhi-NCR,20,4,Poor,Laptop/Desktop,3,0,8,2,Youtube,0,3,2,NO,MUSIC,YES,BEING OUTSIDE,NO,7,10
707,Delhi-NCR,20,4,Poor,Laptop/Desktop,2,2,6,3,Instagram,0,2,0,NO,MUSIC,NO,SCHOOL/WORK,YES,6,11
708,Delhi-NCR,20,3,Poor,Laptop/Desktop,2,0,7,3,Instagram,0,4,1,YES,READING,NO,SCHOOL/WORK,NO,5,10
709,Outside Delhi-NCR,30,4,Poor,Smartphone,2,0,7,2,Instagram,0,3,0,NO,MUSIC,NO,TRAVELLING,YES,6,9
710,Outside Delhi-NCR,20,3,Poor,Laptop/Desktop,2,1,8,1,Whatsapp,1,4,0,NO,INDOOR ACTIVITIES,NO,SCHOOL/WORK,YES,5,11
711,Delhi-NCR,30,4,Poor,Smartphone,3,1,7,2,Youtube,1,3,2,NO,MUSIC,NO,BEING OUTSIDE,NO,7,11
712,Delhi-NCR,20,4,Poor,Laptop/Desktop,2,1,8,2,Whatsapp,1,2,2,NO,ONLINE ACTIVITIES,NO,SOCIALIZE,NO,6,12
713,Outside Delhi-NCR,25,3,Poor,Smartphone,4,1,8,3,Whatsapp,2,3,2,NO,ONLINE ACTIVITIES,YES,SCHOOL/WORK,NO,7,14
714,Outside Delhi-NCR,30,4,Poor,Laptop/Desktop,3,1,8,2,Others,2,3,2,NO,ONLINE ACTIVITIES,YES,TRAVELLING,YES,7,13
715,Delhi-NCR,30,3,Poor,Laptop/Desktop,2,0,6,2,Whatsapp,0,3,0,YES,SOCIALIZE,YES,SOCIALIZE,YES,5,8
716,Outside Delhi-NCR,25,0,Poor,Smartphone,1,2,7,2,Instagram,0,4,1,NO,REST,YES,TRAVELLING,YES,2,11
717,Delhi-NCR,30,4,Poor,Laptop/Desktop,4,1,6,0,Whatsapp,0,3,2,NO,INDOOR ACTIVITIES,YES,SCHOOL/WORK,YES,8,8
718,Delhi-NCR,30,3,Poor,Laptop/Desktop,2,0,9,2,Youtube,0,3,0,NO,ONLINE ACTIVITIES,NO,TRAVELLING,NO,5,11
719,Delhi-NCR,25,4,Poor,Laptop/Desktop,1,1,8,1,Others,0,3,1,YES,REST,YES,BEING OUTSIDE,YES,5,10
720,Outside Delhi-NCR,20,4,Poor,Smartphone,2,0,9,2,Youtube,0,2,2,NO,ONLINE ACTIVITIES,NO,SCHOOL/WORK,YES,6,11
721,Outside Delhi-NCR,30,2,Poor,Laptop/Desktop,3,1,6,3,Whatsapp,0,3,0,NO,MUSIC,YES,BEING OUTSIDE,NO,5,10
722,Outside Delhi-NCR,25,0,Poor,Smartphone,2,0,7,5,Others,0,3,2,NO,MUSIC,NO,BEING OUTSIDE,YES,2,12
723,Outside Delhi-NCR,20,2,Poor,Smartphone,4,1,6,1,Youtube,0,3,2,NO,ONLINE ACTIVITIES,YES,SOCIALIZE,YES,6,8
724,Delhi-NCR,25,2,Poor,Smartphone,1,0,9,3,Youtube,2,2,1,YES,MUSIC,NO,SCHOOL/WORK,YES,3,14
725,Delhi-NCR,25,4,Poor,Smartphone,3,1,8,2,Whatsapp,0,4,2,NO,ONLINE ACTIVITIES,NO,SCHOOL/WORK,YES,7,11
726,Outside Delhi-NCR,25,2,Poor,Smartphone,4,0,9,4,Others,0,4,2,NO,ONLINE ACTIVITIES,NO,SCHOOL/WORK,YES,6,13
727,Delhi-NCR,20,0,Poor,Smartphone,0,2,9,2,Youtube,0,3,2,NO,EXERCISE,NO,SCHOOL/WORK,YES,2,13
728,Outside Delhi-NCR,20,4,Poor,Laptop/Desktop,4,1,8,1,Instagram,1,3,0,NO,MUSIC,NO,BEING OUTSIDE,YES,8,11
729,Outside Delhi-NCR,20,3,Poor,Laptop/Desktop,3,0,8,3,Whatsapp,0,3,2,YES,ONLINE ACTIVITIES,NO,BEING OUTSIDE,NO,6,11
730,Outside Delhi-NCR,20,4,Poor,Laptop/Desktop,1,1,9,3,Whatsapp,1,4,0,NO,READING,NO,BEING OUTSIDE,NO,5,14
731,Outside Delhi-NCR,20,4,Poor,Laptop/Desktop,3,1,9,3,Whatsapp,2,3,0,NO,REST,YES,SOCIALIZE,NO,7,14
732,Outside Delhi-NCR,20,2,Poor,Laptop/Desktop,1,0,6,1,Others,2,3,1,NO,MUSIC,NO,BEING OUTSIDE,NO,3,9
733,Delhi-NCR,25,2,Poor,Laptop/Desktop,2,1,8,3,Whatsapp,0,3,2,NO,ONLINE ACTIVITIES,NO,SOCIALIZE,NO,4,12
734,Delhi-NCR,25,2,Poor,Smartphone,3,1,9,4,Instagram,2,4,2,NO,ONLINE ACTIVITIES,NO,BEING OUTSIDE,YES,5,14
735,Delhi-NCR,25,0,Poor,Smartphone,1,0,7,0,Whatsapp,0,2,0,NO,READING,YES,SOCIALIZE,YES,2,8
736,Delhi-NCR,20,4,Poor,Laptop/Desktop,3,0,9,4,Youtube,0,2,0,YES,REST,NO,SCHOOL/WORK,NO,7,13
737,Delhi-NCR,20,2,Poor,Smartphone,2,1,8,1,Instagram,2,4,2,NO,ART,NO,SOCIALIZE,YES,4,12
738,Delhi-NCR,20,3,Poor,Smartphone,2,0,6,3,Instagram,0,2,0,NO,READING,YES,BEING OUTSIDE,NO,5,9
739,Delhi-NCR,20,3,Poor,Smartphone,3,1,9,3,Others,0,3,2,NO,SOCIALIZE,NO,SCHOOL/WORK,YES,6,13
740,Delhi-NCR,30,4,Poor,Laptop/Desktop,1,0,8,2,Whatsapp,1,2,2,NO,INDOOR ACTIVITIES,NO,BEING OUTSIDE,YES,5,11
741,Delhi-NCR,20,4,Poor,Laptop/Desktop,2,0,8,1,Instagram,0,2,0,NO,ONLINE ACTIVITIES,NO,SCHOOL/WORK,YES,6,9
742,Outside Delhi-NCR,20,3,Poor,Laptop/Desktop,2,0,9,5,Youtube,0,4,0,NO,ONLINE ACTIVITIES,NO,BEING OUTSIDE,NO,5,14
743,Delhi-NCR,30,4,Poor,Smartphone,2,1,6,4,Youtube,1,3,0,YES,SOCIALIZE,YES,SCHOOL/WORK,YES,6,12
744,Delhi-NCR,25,2,Poor,Smartphone,4,0,6,3,Instagram,0,4,0,NO,ONLINE ACTIVITIES,NO,TRAVELLING,YES,6,9
745,Outside Delhi-NCR,20,4,Poor,Laptop/Desktop,0,1,7,0,Youtube,0,3,2,NO,INDOOR ACTIVITIES,YES,TRAVELLING,NO,4,8
746,Outside Delhi-NCR,15,4,Poor,Laptop/Desktop,3,0,8,2,Instagram,1,3,2,NO,ART,YES,BEING OUTSIDE,YES,7,11
747,Outside Delhi-NCR,20,4,Poor,Laptop/Desktop,4,2,7,0,Youtube,0,3,2,NO,OTHERS,NO,SOCIALIZE,YES,8,9
748,Outside Delhi-NCR,15,4,Poor,Tablet,4,0,6,2,Youtube,1,3,2,NO,OTHERS,YES,SCHOOL/WORK,NO,8,9
749,Outside Delhi-NCR,20,4,Poor,Laptop/Desktop,2,1,9,1,Others,2,4,0,NO,MUSIC,YES,TRAVELLING,YES,6,13
750,Outside Delhi-NCR,20,4,Poor,Smartphone,1,2,9,1,Instagram,0,3,2,NO,INDOOR ACTIVITIES,NO,BEING OUTSIDE,NO,5,12
751,Delhi-NCR,20,4,Poor,Smartphone,4,1,7,2,Instagram,0,3,2,NO,ONLINE ACTIVITIES,NO,SOCIALIZE,YES,8,10
752,Outside Delhi-NCR,30,2,Poor,Laptop/Desktop,0,1,8,1,Youtube,3,4,0,NO,ONLINE ACTIVITIES,NO,NOTHING,NO,2,13
753,Outside Delhi-NCR,20,4,Poor,Smartphone,2,1,7,1,Youtube,2,3,2,NO,SOCIALIZE,NO,SOCIALIZE,YES,6,11
754,Delhi-NCR,15,4,Poor,Laptop/Desktop,4,1,8,2,Whatsapp,1,3,2,NO,MUSIC,YES,SOCIALIZE,YES,8,12
755,Delhi-NCR,20,4,Poor,Laptop/Desktop,4,1,8,0,Youtube,0,4,1,NO,MUSIC,YES,SCHOOL/WORK,YES,8,9
756,Delhi-NCR,15,4,Poor,Laptop/Desktop,4,0,6,4,Youtube,0,3,1,NO,INDOOR ACTIVITIES,NO,SCHOOL/WORK,NO,8,10
757,Delhi-NCR,15,4,Poor,Smartphone,2,0,8,1,Youtube,0,3,0,NO,INDOOR ACTIVITIES,NO,SCHOOL/WORK,YES,6,9
758,Delhi-NCR,15,3,Poor,Smartphone,4,1,7,1,Instagram,1,4,0,NO,MUSIC,YES,BEING OUTSIDE,YES,7,10
759,Outside Delhi-NCR,20,4,Poor,Laptop/Desktop,1,1,8,0,Others,0,2,0,YES,NO ACTIVITIES,NO,SOCIALIZE,NO,5,9
760,Delhi-NCR,20,4,Poor,Laptop/Desktop,3,0,8,3,Youtube,2,2,2,NO,ART,NO,SCHOOL/WORK,NO,7,13
761,Delhi-NCR,15,4,Poor,Laptop/Desktop,4,1,7,1,Whatsapp,1,3,2,NO,READING,YES,SOCIALIZE,YES,8,10
762,Delhi-NCR,20,4,Poor,Laptop/Desktop,4,0,7,2,Whatsapp,0,3,2,NO,MUSIC,NO,SCHOOL/WORK,NO,8,9
763,Delhi-NCR,20,4,Poor,Smartphone,4,0,6,5,Whatsapp,3,3,2,NO,MUSIC,YES,SOCIALIZE,YES,8,14
764,Delhi-NCR,20,4,Poor,Laptop/Desktop,1,1,9,1,Whatsapp,1,2,1,NO,OTHERS,NO,SOCIALIZE,YES,5,12
765,Delhi-NCR,20,4,Poor,Smartphone,1,0,8,1,Others,0,2,2,NO,INDOOR ACTIVITIES,NO,BEING OUTSIDE,NO,5,9
766,Delhi-NCR,20,4,Poor,Smartphone,4,1,8,1,Others,1,3,2,NO,REST,YES,SOCIALIZE,YES,8,11
767,Delhi-NCR,20,4,Poor,Laptop/Desktop,1,1,9,2,Youtube,0,4,2,NO,INDOOR ACTIVITIES,YES,SOCIALIZE,NO,5,12
768,Delhi-NCR,20,3,Poor,Smartphone,4,0,8,2,Youtube,0,3,2,NO,INDOOR ACTIVITIES,YES,SCHOOL/WORK,YES,7,10
769,Delhi-NCR,20,4,Poor,Smartphone,3,1,9,1,Youtube,0,3,2,NO,REST,YES,ALL,YES,7,11
770,Delhi-NCR,20,4,Poor,Laptop/Desktop,0,0,6,5,Instagram,0,3,2,NO,MUSIC,NO,SCHOOL/WORK,NO,4,11
771,Delhi-NCR,20,4,Poor,Laptop/Desktop,1,0,8,1,Youtube,2,2,2,NO,INDOOR ACTIVITIES,YES,SCHOOL/WORK,YES,5,11
772,Delhi-NCR,15,4,Poor,Smartphone,3,1,9,3,Instagram,0,3,1,NO,ONLINE ACTIVITIES,YES,BEING OUTSIDE,YES,7,13
773,Delhi-NCR,20,4,Poor,Laptop/Desktop,0,1,7,1,Youtube,3,4,0,NO,INDOOR ACTIVITIES,NO,SOCIALIZE,NO,4,12
774,Delhi-NCR,25,4,Poor,Laptop/Desktop,1,3,6,5,Instagram,0,3,1,NO,ONLINE ACTIVITIES,YES,TRAVELLING,YES,5,14
775,Delhi-NCR,20,0,Poor,Smartphone,4,1,9,3,Youtube,0,3,0,NO,MUSIC,YES,TRAVELLING,YES,4,13
776,Delhi-NCR,20,4,Poor,Smartphone,2,1,8,1,Whatsapp,3,2,0,NO,SOCIALIZE,NO,SOCIALIZE,YES,6,13
777,Delhi-NCR,20,4,Poor,Smartphone,4,1,7,1,Instagram,1,3,0,NO,ONLINE ACTIVITIES,YES,BEING OUTSIDE,NO,8,10
778,Delhi-NCR,20,4,Poor,Smartphone,2,2,6,5,Youtube,0,4,0,NO,REST,NO,SCHOOL/WORK,YES,6,13
779,Delhi-NCR,25,4,Poor,Smartphone,4,0,7,2,Youtube,0,3,1,NO,INDOOR ACTIVITIES,YES,TRAVELLING,NO,8,9
780,Delhi-NCR,20,4,Poor,Laptop/Desktop,4,0,6,1,Instagram,0,3,2,NO,ART,YES,SOCIALIZE,YES,8,8
781,Delhi-NCR,20,4,Poor,Smartphone,2,1,9,1,Whatsapp,0,3,2,NO,MUSIC,NO,SCHOOL/WORK,YES,6,11
782,Outside Delhi-NCR,15,4,Poor,Smartphone,1,1,9,1,Instagram,2,3,1,NO,MUSIC,YES,SOCIALIZE,YES,5,13
783,Outside Delhi-NCR,20,2,Poor,Tablet,4,3,6,0,Youtube,1,4,0,NO,ONLINE ACTIVITIES,NO,SCHOOL/WORK,YES,6,10
784,Delhi-NCR,20,4,Poor,Laptop/Desktop,4,2,6,2,Youtube,0,4,2,NO,SOCIALIZE,YES,SCHOOL/WORK,YES,8,10
785,Delhi-NCR,15,4,Poor,Smartphone,4,1,7,5,Youtube,0,4,0,NO,OTHERS,YES,TRAVELLING,YES,8,13
786,Delhi-NCR,15,4,Poor,Laptop/Desktop,2,0,6,1,Youtube,0,3,2,NO,INDOOR ACTIVITIES,NO,SOCIALIZE,NO,6,8
787,Delhi-NCR,15,4,Poor,Laptop/Desktop,4,1,8,1,Youtube,0,2,2,NO,ONLINE ACTIVITIES,NO,BEING OUTSIDE,NO,8,10
788,Delhi-NCR,15,4,Poor,Smartphone,0,1,9,3,Youtube,1,3,2,NO,INDOOR ACTIVITIES,YES,SCHOOL/WORK,YES,4,14
789,Delhi-NCR,15,4,Poor,Smartphone,2,1,6,1,Youtube,2,3,2,NO,EXERCISE,YES,SOCIALIZE,NO,6,10
790,Delhi-NCR,20,4,Poor,Smartphone,4,0,6,1,Whatsapp,0,2,2,NO,MUSIC,NO,SOCIALIZE,NO,8,8
791,Delhi-NCR,15,4,Poor,Smartphone,3,1,9,1,Whatsapp,2,4,2,NO,REST,YES,SCHOOL/WORK,YES,7,13
792,Delhi-NCR,15,3,Poor,Smartphone,1,2,7,3,Youtube,2,3,2,NO,INDOOR ACTIVITIES,NO,NOTHING,YES,4,14
793,Delhi-NCR,15,4,Poor,Smartphone,2,1,8,2,Youtube,3,3,2,NO,INDOOR ACTIVITIES,NO,ALL,YES,6,14
794,Delhi-NCR,20,4,Poor,Smartphone,2,0,6,1,Youtube,1,3,0,NO,INDOOR ACTIVITIES,YES,TRAVELLING,NO,6,8
795,Outside Delhi-NCR,15,4,Poor,Smartphone,1,1,8,2,Youtube,0,2,2,NO,ONLINE ACTIVITIES,YES,SOCIALIZE,YES,5,11
796,Delhi-NCR,15,4,Poor,Any Gadget,2,0,9,0,Whatsapp,0,4,0,YES,MUSIC,YES,TRAVELLING,YES,6,9
797,Delhi-NCR,15,3,Poor,Smartphone,1,1,9,1,Whatsapp,2,2,1,NO,MUSIC,YES,SOCIALIZE,YES,4,13
798,Delhi-NCR,15,4,Poor,Smartphone,1,0,9,1,Others,1,2,2,NO,INDOOR ACTIVITIES,NO,SOCIALIZE,YES,5,11
799,Delhi-NCR,15,4,Poor,Smartphone,2,1,9,0,Instagram,2,4,2,NO,INDOOR ACTIVITIES,YES,SOCIALIZE,YES,6,12
800,Outside Delhi-NCR,20,4,Poor,Smartphone,3,1,7,1,Instagram,1,2,1,NO,EXERCISE,NO,SOCIALIZE,YES,7,10
801,Outside Delhi-NCR,25,4,Poor,Laptop/Desktop,4,0,8,3,Others,0,2,0,NO,SOCIALIZE,NO,SCHOOL/WORK,YES,8,11
802,Outside Delhi-NCR,15,4,Poor,Smartphone,2,1,8,1,Whatsapp,0,1,1,NO,ONLINE ACTIVITIES,YES,SCHOOL/WORK,NO,6,10
803,Delhi-NCR,15,4,Poor,Smartphone,2,1,9,1,Whatsapp,1,3,2,NO,REST,YES,SOCIALIZE,YES,6,12
804,Delhi-NCR,15,4,Poor,Laptop/Desktop,3,1,8,2,Whatsapp,2,3,1,NO,MUSIC,YES,SOCIALIZE,NO,7,13
805,Delhi-NCR,15,4,Poor,Smartphone,1,0,9,5,Youtube,1,4,0,NO,ART,NO,SOCIALIZE,YES,5,14
806,Delhi-NCR,15,4,Poor,Smartphone,3,1,9,1,Whatsapp,1,4,2,NO,MUSIC,NO,BEING OUTSIDE,YES,7,12
807,Delhi-NCR,15,4,Poor,Smartphone,2,1,9,1,Youtube,1,2,2,NO,ONLINE ACTIVITIES,NO,SCHOOL/WORK,YES,6,12
808,Delhi-NCR,15,4,Poor,Laptop/Desktop,2,1,7,1,Whatsapp,1,3,1,NO,INDOOR ACTIVITIES,YES,TRAVELLING,YES,6,10
809,Delhi-NCR,15,3,Poor,Smartphone,1,1,8,3,Youtube,1,3,2,NO,ONLINE ACTIVITIES,NO,SCHOOL/WORK,NO,4,13
810,Delhi-NCR,15,4,Poor,Smartphone,4,1,9,1,Whatsapp,1,4,2,NO,MUSIC,YES,SOCIALIZE,YES,8,12
811,Delhi-NCR,15,4,Poor,Smartphone,0,1,8,3,Youtube,2,4,1,NO,INDOOR ACTIVITIES,NO,SCHOOL/WORK,YES,4,14
812,Delhi-NCR,15,4,Excellent,Smartphone,2,1,8,0,Whatsapp,3,4,2,NO,REST,YES,SOCIALIZE,YES,6,12
813,Delhi-NCR,20,4,Excellent,Smartphone,3,1,6,1,Youtube,1,1,1,NO,SOCIALIZE,YES,SOCIALIZE,YES,7,9
814,Delhi-NCR,25,4,Excellent,Laptop/Desktop,2,1,8,5,Whatsapp,0,3,2,NO,ONLINE ACTIVITIES,NO,SCHOOL/WORK,YES,6,14
815,Outside Delhi-NCR,15,4,Excellent,Smartphone,3,1,8,1,Youtube,0,1,0,NO,INDOOR ACTIVITIES,YES,SOCIALIZE,YES,7,10
816,Delhi-NCR,25,4,Excellent,Smartphone,4,1,8,2,Whatsapp,0,3,0,NO,REST,YES,SCHOOL/WORK,NO,8,11
817,Outside Delhi-NCR,30,3,Excellent,Laptop/Desktop,4,1,9,2,Youtube,0,3,2,NO,MUSIC,YES,TRAVELLING,YES,7,12
818,Delhi-NCR,25,4,Excellent,Laptop/Desktop,4,1,7,2,Instagram,2,3,2,NO,SOCIALIZE,YES,SOCIALIZE,YES,8,12
819,Delhi-NCR,25,3,Excellent,Laptop/Desktop,3,0,7,2,Others,0,3,2,NO,INDOOR ACTIVITIES,NO,TRAVELLING,YES,6,9
820,Delhi-NCR,15,4,Excellent,Laptop/Desktop,2,1,9,1,Whatsapp,3,4,2,NO,INDOOR ACTIVITIES,YES,SOCIALIZE,YES,6,14
821,Outside Delhi-NCR,20,0,Excellent,Smartphone,2,2,6,1,Instagram,1,3,0,NO,EXERCISE,YES,SCHOOL/WORK,YES,2,10
822,Delhi-NCR,20,3,Excellent,Smartphone,0,1,6,4,Others,1,3,2,NO,MUSIC,YES,SCHOOL/WORK,NO,3,12
823,Delhi-NCR,30,1,Excellent,Smartphone,3,1,7,2,Whatsapp,0,2,2,NO,SOCIALIZE,YES,TRAVELLING,YES,4,10
824,Delhi-NCR,15,4,Excellent,Laptop/Desktop,2,2,6,0,Whatsapp,2,3,2,NO,ONLINE ACTIVITIES,NO,TRAVELLING,NO,6,10
825,Delhi-NCR,20,4,Excellent,Smartphone,3,1,8,1,Whatsapp,1,4,2,NO,SOCIALIZE,YES,BEING OUTSIDE,NO,7,11
826,Outside Delhi-NCR,30,4,Excellent,Laptop/Desktop,4,1,9,2,Youtube,0,3,1,NO,ONLINE ACTIVITIES,YES,TRAVELLING,YES,8,12
827,Outside Delhi-NCR,15,3,Excellent,Smartphone,2,0,9,1,Youtube,1,2,2,NO,MUSIC,NO,SCHOOL/WORK,YES,5,11
828,Outside Delhi-NCR,25,2,Excellent,Smartphone,4,0,9,3,Youtube,0,4,2,NO,MUSIC,NO,TRAVELLING,NO,6,12
829,Delhi-NCR,20,3,Excellent,Laptop/Desktop,4,0,7,4,Whatsapp,0,2,2,YES,ONLINE ACTIVITIES,YES,SOCIALIZE,YES,7,11
830,Outside Delhi-NCR,15,4,Excellent,Tablet,1,1,9,1,Youtube,3,3,0,NO,MUSIC,NO,SOCIALIZE,YES,5,14
831,Delhi-NCR,20,4,Excellent,Laptop/Desktop,4,2,8,5,Instagram,3,3,0,NO,REST,NO,TRAVELLING,YES,8,14
832,Delhi-NCR,15,4,Excellent,Smartphone,4,1,8,1,Whatsapp,2,3,1,NO,READING,YES,SCHOOL/WORK,YES,8,12
833,Outside Delhi-NCR,30,0,Excellent,Laptop/Desktop,2,0,9,5,Whatsapp,3,3,1,NO,INDOOR ACTIVITIES,NO,SOCIALIZE,YES,2,14
834,Outside Delhi-NCR,25,0,Excellent,Laptop/Desktop,0,0,8,3,Youtube,0,1,2,NO,ONLINE ACTIVITIES,NO,BEING OUTSIDE,NO,2,11
835,Delhi-NCR,15,4,Excellent,Any Gadget,3,1,9,3,Instagram,2,2,1,NO,INDOOR ACTIVITIES,YES,SOCIALIZE,YES,7,14
836,Delhi-NCR,15,4,Excellent,Smartphone,3,1,9,1,Whatsapp,2,2,0,NO,REST,NO,SOCIALIZE,YES,7,13
837,Delhi-NCR,20,3,Excellent,Laptop/Desktop,3,1,7,2,Instagram,1,2,2,NO,INDOOR ACTIVITIES,YES,SCHOOL/WORK,YES,6,11
838,Outside Delhi-NCR,15,3,Excellent,Laptop/Desktop,2,0,8,1,Whatsapp,1,1,0,NO,INDOOR ACTIVITIES,YES,SCHOOL/WORK,YES,5,10
839,Delhi-NCR,30,2,Excellent,Tablet,3,1,7,5,Youtube,3,3,0,NO,INDOOR ACTIVITIES,NO,SOCIALIZE,YES,5,14
840,Delhi-NCR,20,4,Excellent,Smartphone,2,2,8,5,Instagram,1,2,1,YES,EXERCISE,NO,SCHOOL/WORK,YES,6,14
841,Delhi-NCR,25,3,Excellent,Laptop/Desktop,3,1,8,3,Instagram,1,4,2,NO,ONLINE ACTIVITIES,NO,SOCIALIZE,NO,6,13
842,Outside Delhi-NCR,20,4,Excellent,Laptop/Desktop,1,1,8,3,Instagram,0,3,2,NO,MUSIC,YES,SOCIALIZE,NO,5,12
843,Delhi-NCR,15,2,Excellent,Laptop/Desktop,2,1,8,1,Whatsapp,2,3,2,NO,EXERCISE,YES,BEING OUTSIDE,YES,4,12
844,Outside Delhi-NCR,20,0,Excellent,Smartphone,3,1,7,2,Instagram,1,4,2,NO,REST,YES,SOCIALIZE,YES,3,11
845,Delhi-NCR,20,0,Excellent,Laptop/Desktop,3,1,8,3,Instagram,1,3,0,NO,ONLINE ACTIVITIES,NO,SCHOOL/WORK,NO,3,13
846,Outside Delhi-NCR,15,4,Excellent,Tablet,4,1,8,1,Youtube,0,2,1,NO,MUSIC,YES,SOCIALIZE,NO,8,10
847,Delhi-NCR,30,4,Excellent,Laptop/Desktop,2,1,9,1,Youtube,1,3,0,NO,REST,YES,SOCIALIZE,YES,6,12
848,Delhi-NCR,20,4,Excellent,Laptop/Desktop,4,1,6,1,Instagram,0,3,0,NO,MUSIC,YES,SCHOOL/WORK,YES,8,8
849,Outside Delhi-NCR,20,0,Excellent,Smartphone,2,1,9,1,Instagram,1,3,0,NO,EXERCISE,YES,SCHOOL/WORK,YES,2,12
850,Delhi-NCR,20,4,Excellent,Laptop/Desktop,4,1,6,0,Instagram,0,3,2,NO,INDOOR ACTIVITIES,YES,SOCIALIZE,NO,8,8
851,Delhi-NCR,15,4,Excellent,Laptop/Desktop,4,1,8,0,Whatsapp,1,2,2,NO,OTHERS,YES,ALL,YES,8,10
852,Delhi-NCR,20,0,Excellent,Tablet,0,1,6,2,Instagram,1,4,0,NO,ONLINE ACTIVITIES,NO,SCHOOL/WORK,YES,2,10
853,Delhi-NCR,25,4,Excellent,Laptop/Desktop,4,1,8,2,Others,0,2,1,NO,READING,YES,TRAVELLING,YES,8,11
854,Outside Delhi-NCR,30,4,Excellent,Laptop/Desktop,3,2,9,2,Others,0,2,1,NO,SOCIALIZE,YES,TRAVELLING,YES,7,13
855,Outside Delhi-NCR,15,3,Excellent,Laptop/Desktop,2,0,8,1,Whatsapp,1,1,0,NO,INDOOR ACTIVITIES,YES,SCHOOL/WORK,YES,5,10
856,Outside Delhi-NCR,25,1,Excellent,Laptop/Desktop,3,1,9,3,Instagram,1,3,0,NO,ONLINE ACTIVITIES,YES,SCHOOL/WORK,YES,4,14
857,Delhi-NCR,25,4,Excellent,Laptop/Desktop,4,2,6,1,Youtube,1,3,2,NO,INDOOR ACTIVITIES,YES,BEING OUTSIDE,YES,8,10
858,Delhi-NCR,25,4,Excellent,Laptop/Desktop,2,1,7,1,Whatsapp,0,3,2,NO,SOCIALIZE,YES,BEING OUTSIDE,YES,6,9
859,Outside Delhi-NCR,20,2,Excellent,Smartphone,2,1,8,3,Whatsapp,2,1,1,YES,MUSIC,NO,SCHOOL/WORK,YES,4,14
860,Delhi-NCR,15,2,Excellent,Smartphone,1,1,6,2,Youtube,1,2,1,NO,INDOOR ACTIVITIES,YES,SOCIALIZE,YES,3,10
861,Delhi-NCR,20,4,Excellent,Smartphone,1,1,6,1,Youtube,0,1,1,NO,INDOOR ACTIVITIES,YES,SCHOOL/WORK,YES,5,8
862,Outside Delhi-NCR,25,4,Excellent,Laptop/Desktop,4,1,8,2,Whatsapp,0,3,2,NO,ONLINE ACTIVITIES,YES,TRAVELLING,YES,8,11
863,Delhi-NCR,20,4,Excellent,Smartphone,4,1,7,2,Whatsapp,2,3,0,NO,INDOOR ACTIVITIES,NO,ALL,NO,8,12
864,Delhi-NCR,15,4,Excellent,Smartphone,4,1,7,2,Youtube,1,4,2,NO,INDOOR ACTIVITIES,YES,SCHOOL/WORK,YES,8,11
865,Delhi-NCR,20,4,Excellent,Smartphone,4,1,7,2,Whatsapp,2,3,0,NO,INDOOR ACTIVITIES,NO,ALL,NO,8,12
866,Delhi-NCR,30,3,Excellent,Laptop/Desktop,2,0,8,2,Others,0,3,2,NO,READING,NO,BEING OUTSIDE,YES,5,10
867,Delhi-NCR,20,4,Excellent,Laptop/Desktop,4,0,6,0,Whatsapp,2,4,2,NO,MUSIC,YES,SOCIALIZE,YES,8,8
868,Outside Delhi-NCR,25,4,Excellent,Laptop/Desktop,2,0,8,0,Whatsapp,3,3,0,YES,REST,YES,SOCIALIZE,YES,6,11
869,Outside Delhi-NCR,25,2,Excellent,Smartphone,4,0,9,3,Youtube,0,4,2,NO,MUSIC,NO,TRAVELLING,NO,6,12
870,Delhi-NCR,25,2,Excellent,Laptop/Desktop,4,0,7,3,Others,1,4,0,NO,INDOOR ACTIVITIES,YES,SCHOOL/WORK,YES,6,11
