year,price,transmission,mileage,fuelType,tax,mpg,engineSize
2017,15591,2,45400,1,20,67.3,2
2018,12891,2,16156,5,145,54.3,1
2017,10447,1,8337,5,145,54.3,1
2014,8998,2,71854,1,145,53.3,2
2013,5998,2,37058,5,30,55.4,1
2017,11998,2,28497,1,145,74.3,1.5
2014,4298,2,30658,5,30,57.7,1.2
2015,7498,2,36462,5,20,60.1,1
2013,7998,3,22125,5,150,47.9,1.6
2016,9498,2,18154,5,20,60.1,1
2017,19498,3,23270,1,145,54.3,2
2015,13698,2,34332,1,145,54.3,2
2015,11498,3,44123,1,145,52.3,2
2017,20498,2,29326,1,200,47.9,2
2018,16998,2,13737,1,145,64.2,1.5
2015,8998,2,32492,1,0,74.3,1.5
2018,18998,2,16312,1,145,67.3,2
2019,13898,2,14698,5,145,58.9,1
2019,13498,2,20388,5,145,58.9,1
2017,11998,2,8966,5,145,65.7,1
2015,8298,2,56282,1,20,67.3,1.6
2017,11698,2,12124,1,30,64.2,1.5
2019,14998,2,8389,5,145,60.1,1
2019,17498,1,11022,5,145,51.4,1
2019,17498,2,7359,1,145,74.3,1.5
2019,16998,2,8657,1,145,74.3,1.5
2017,10498,2,19534,1,20,68.9,1.5
2018,15698,1,921,5,145,49.6,1
2015,6998,2,48938,1,0,78.5,1.5
2017,15498,2,7431,1,125,60.1,2
2015,8498,2,31974,5,20,61.4,1
2015,7998,2,17786,5,160,44.8,1.5
2014,4698,2,52627,5,30,54.3,1.2
2019,11998,2,10970,5,145,58.9,1
2013,10998,2,32347,1,200,47.9,2
2016,8998,2,51324,1,0,74.3,1.5
2017,9298,2,6213,5,125,54.3,1.2
2016,10998,2,27639,5,30,55.4,1
2013,5298,2,64628,5,30,54.3,1.2
2016,14498,2,16501,1,20,67.3,2
2015,6798,2,37313,5,0,65.7,1
2014,6998,2,33154,5,30,54.3,1.2
2017,9798,2,13163,5,145,55.4,1
2017,9798,2,17593,5,125,52.3,1
2015,9698,2,13391,5,20,61.4,1
2017,9498,2,31877,1,20,68.9,1.5
2019,11798,2,13783,5,145,58.9,1
2019,11698,2,18115,5,145,58.9,1
2017,9998,2,34980,5,30,55.4,1
2015,9698,2,30149,1,0,74.3,1.5
2017,12698,2,9484,1,0,74.3,1.5
2017,10498,2,18250,1,20,68.9,1.5
2014,7798,2,15412,5,0,65.7,1
2019,19798,1,4797,1,145,64.2,2
2019,19998,1,2451,1,145,64.2,2
2017,16498,3,23224,1,145,58.9,1.5
2019,19998,1,6879,1,145,51.4,2
2014,9298,2,45543,1,145,53.3,2
2019,18298,1,2840,1,145,74.3,1.5
2018,10998,2,10970,5,145,58.9,1
2017,13498,2,8913,5,145,54.3,1
2017,12698,3,14876,5,125,51.4,1
2019,14998,2,3002,5,145,60.1,1
2018,20998,2,5757,5,145,41.5,2
2016,8998,2,12163,5,125,54.3,1.2
2019,14998,2,5721,5,145,60.1,1
2016,9998,2,27193,1,0,74.3,1.5
2018,15998,2,11460,1,145,54.3,1.5
2016,11298,3,66732,1,125,57.7,2
2017,15998,2,16290,1,20,67.3,2
2016,14498,2,32263,5,200,41.5,2
2018,10998,2,16353,5,145,65.7,1
2019,18998,1,11738,1,145,64.2,2
2015,7498,2,23764,5,125,54.3,1.2
2016,12998,2,41484,1,20,67.3,2
2017,10798,2,20241,5,145,65.7,1
2013,4198,2,45880,5,30,57.7,1.2
2019,16998,2,6092,5,145,49.6,1
2017,18998,2,11913,5,145,41.5,2
2018,19498,2,19382,5,145,41.5,2
2017,11698,2,10500,5,0,65.7,1
2015,9498,2,24717,5,20,60.1,1
2019,11498,2,6158,5,150,48.7,1.1
2017,10998,2,2360,5,150,65.7,1
2019,16998,2,19322,5,150,60.1,1
2016,16998,2,18480,1,150,54.3,2
2014,9298,2,52681,1,145,53.3,2
2014,6998,2,29095,5,30,54.3,1.2
2016,12698,2,7906,1,0,74.3,1.5
2015,9498,2,22420,1,0,74.3,1.5
2015,9798,2,18733,1,0,74.3,1.5
2017,11298,2,23358,5,20,62.8,1
2016,8998,2,34769,5,125,53.3,1
2017,12998,2,16300,5,160,45.6,1.5
2016,16798,2,15646,1,20,67.3,2
2016,9998,2,17330,1,20,68.9,1.5
2016,8198,2,23771,5,0,65.7,1
2017,10698,2,6991,5,145,65.7,1
2017,10698,2,11469,5,20,61.4,1
2013,4998,2,54323,5,30,54.3,1.2
2018,29998,2,20847,5,145,20.9,5
2014,5998,2,62855,1,20,67.3,1.6
2019,16498,2,2936,5,145,60.1,1
2016,7498,2,41271,1,0,88.3,1.5
2017,10498,2,24741,5,20,60.1,1
2018,16298,1,10703,1,145,56.6,1.5
2017,13298,2,11563,1,30,64.2,1.5
2017,10498,2,29684,1,30,64.2,1.5
2016,7298,2,20809,5,125,54.3,1.2
2018,11998,2,10320,5,145,56.5,1
2018,15498,2,14579,5,145,60.1,1
2017,7798,2,12392,5,145,57.7,1.2
2018,10698,2,7541,5,145,55.4,1.1
2017,11498,2,6368,1,30,64.2,1.5
2019,14698,2,10032,5,145,58.9,1
2019,14698,2,8438,5,145,58.9,1
2018,11498,2,27277,1,145,74.3,1.5
2016,8998,2,19882,5,0,65.7,1
2019,13998,2,6432,5,145,58.9,1
2015,7498,2,55312,1,20,67.3,1.6
2013,5998,2,51348,5,0,65.7,1
2016,11998,2,29964,1,30,65.7,2
2019,19498,2,9420,5,145,39.2,1.5
2017,9591,2,21236,5,145,52.3,1
2019,15450,2,5731,5,145,60.1,1
2016,7991,2,53922,5,20,60.1,1
2014,6150,2,31064,5,30,54.3,1.2
2018,7542,2,9880,5,145,57.7,1.2
2015,7324,2,27128,5,0,65.7,1
2016,11498,3,59601,1,125,57.7,2
2016,8998,2,11813,1,0,78.5,1.5
2016,8998,2,30557,5,125,53.3,1
2018,11498,2,25464,5,145,60.1,1
2019,16498,2,13699,1,145,74.3,1.5
2019,14798,2,12558,5,145,58.9,1
2019,13798,2,9847,5,145,58.9,1
2017,10998,2,14653,1,0,74.3,1.5
2017,11298,2,2666,5,20,61.4,1
2019,15998,1,9694,1,145,64.2,2
2019,14998,2,7995,5,145,60.1,1
2016,7498,2,48010,1,30,64.2,1.5
2013,6498,3,33155,5,160,44.1,1.6
2016,6998,2,49010,1,0,78.5,1.5
2017,11798,2,15417,1,0,74.3,1.5
2018,12998,3,9917,5,145,54.3,1
2018,10998,2,16658,5,145,65.7,1
2017,10498,2,28732,5,145,61.4,1
2018,13498,3,12619,5,145,51.4,1
2018,12998,2,17096,5,145,58.9,1
2019,10298,2,23309,5,145,55.4,1.1
2019,12698,2,7942,5,145,56.5,1
2017,16498,3,24956,1,145,54.3,2
2013,6998,2,15268,5,30,54.3,1.2
2019,11698,2,14337,5,145,58.9,1
2019,13998,2,17218,5,145,58.9,1
2017,16798,2,18215,5,145,41.5,2
2019,11998,2,9501,5,145,58.9,1
2019,13498,2,10248,5,145,58.9,1
2015,8498,2,47182,1,30,64.2,1.5
2017,10998,2,19690,5,150,65.7,1
2017,11998,2,8308,1,0,74.3,1.5
2017,12698,2,13588,1,0,74.3,1.5
2019,18998,1,2411,5,150,42.8,1
2015,6798,2,30299,5,125,54.3,1.2
2015,9698,2,37203,1,125,60.1,2
2019,17498,2,11184,5,145,60.1,1
2013,5998,2,50052,5,30,54.3,1.2
2017,8498,2,6721,5,125,54.3,1.2
2018,20498,2,10249,5,145,41.5,2
2016,9598,2,20340,1,0,74.3,1.5
2019,13898,2,7845,5,145,58.9,1
2014,8298,2,32541,1,20,67.3,1.6
2016,10298,2,34211,5,20,60.1,1
2018,13998,2,9328,5,145,58.9,1
2016,11798,3,15075,1,150,52.3,2
2017,10598,2,11544,5,145,65.7,1
2017,11998,2,10474,1,0,74.3,1.5
2019,25498,2,4813,5,145,34.5,2.3
2019,11998,2,14358,5,145,58.9,1
2019,13998,2,7512,5,145,58.9,1
2017,17298,2,16346,5,145,41.5,2
2015,7498,2,34362,5,125,54.3,1.2
2019,11798,2,12286,5,145,58.9,1
2019,11798,2,14068,5,145,58.9,1
2018,10698,2,14523,5,145,65.7,1
2013,6298,2,37966,5,30,56.5,1
2015,6998,2,76588,1,0,74.3,1.5
2016,7698,2,40480,5,0,65.7,1
2017,10698,2,23494,5,150,62.8,1
2018,9998,2,8608,5,145,55.4,1.1
2017,16498,2,33758,1,125,56.5,2
2017,15500,2,30878,1,145,60.1,2
2015,7900,2,26000,5,160,44.8,1.5
2018,10998,2,22410,5,145,56.5,1
2015,7498,2,25506,5,0,65.7,1
2017,10498,2,22788,5,145,65.7,1
2018,10998,2,21955,5,145,56.5,1
2019,14998,2,8783,5,145,55.4,1
2014,5998,2,43539,5,30,54.3,1.2
2016,10420,2,18913,5,20,60.1,1
2017,17630,2,25526,5,145,41.5,2
2013,6698,2,27783,1,0,76.4,1.5
2017,16998,2,19170,1,145,60.1,2
2014,6495,2,54249,5,30,54.3,1.2
2019,18995,3,4274,1,145,37.2,2
2015,9498,2,65151,1,145,54.3,2
2013,6498,2,45536,1,30,62.8,1.6
2017,11998,3,18978,1,0,74.3,1.5
2019,11498,2,14132,5,145,58.9,1
2014,9498,2,59114,1,200,47.9,2
2017,6999,2,11504,5,145,57.7,1.2
2016,6950,2,27098,5,125,54.3,1.2
2016,7995,2,31146,1,30,64.2,1.5
2017,7695,2,12868,5,125,54.3,1.2
2018,11795,2,32356,1,145,64.2,1.5
2014,5698,2,52395,5,30,54.3,1.2
2014,6698,2,45067,5,0,65.7,1
2016,7998,2,21715,5,125,54.3,1.2
2017,7998,2,5668,5,145,57.7,1.2
2017,15998,3,26663,1,145,54.3,2
2017,9498,2,35850,5,20,61.4,1
2015,6498,2,39167,5,0,65.7,1
2015,8998,2,61270,1,145,54.3,2
2015,7798,2,35901,5,160,44.1,1.6
2016,10698,2,64351,1,30,62.8,2
2017,8498,2,21302,5,125,54.3,1.2
2013,9798,2,39432,1,145,53.3,2
2015,6498,2,46857,5,125,54.3,1.2
2017,7998,2,6276,5,145,57.7,1.2
2013,8798,2,50216,1,145,53.3,2
2017,15798,2,27532,1,145,67.3,2
2018,9698,2,11783,5,150,64.2,1.1
2018,14000,2,12090,5,145,58.9,1
2018,13998,2,18980,5,145,52.3,1
2018,11250,2,15634,5,145,60.1,1
2015,8326,2,25604,5,0,65.7,1
2014,6672,2,29123,5,30,54.3,1.2
2017,7800,2,3194,5,150,57.7,1.2
2016,9000,2,19130,5,20,61.4,1
2018,12993,2,19135,5,145,57.7,1
2017,8742,2,38275,5,125,52.3,1
2013,6477,2,41250,5,30,56.5,1
2019,20998,2,100,5,150,35.3,1.5
2016,10298,2,18016,5,0,65.7,1
2017,8498,2,14110,5,150,54.3,1.2
2015,9000,2,52180,1,125,60.1,2
2019,18300,2,12587,5,145,35.3,1.5
2019,18700,2,7536,1,145,54.3,1.5
2017,7800,2,29543,5,125,54.3,1.2
2018,8150,2,9763,5,145,57.7,1.2
2018,12700,2,17299,5,145,61.4,1
2017,9300,2,11474,5,145,64.2,1.1
2017,7100,2,17750,5,145,57.7,1.2
2017,9798,2,39763,1,0,74.3,1.5
2017,9498,2,15750,5,145,44.8,1.5
2017,8998,2,13684,5,125,54.3,1.2
2016,10798,2,22904,1,0,74.3,1.5
2017,10498,2,35853,1,30,64.2,1.5
2016,8998,2,36488,5,20,62.8,1
2016,9998,3,65249,1,125,57.7,2
2019,17870,2,6618,1,145,45.6,1.5
2019,16640,2,7864,5,145,60.1,1
2020,20991,2,910,5,145,50.4,1
2018,9491,2,19272,5,145,64.2,1.1
2018,10700,2,28313,5,145,60.1,1
2018,10550,2,4723,5,145,55.4,1
2018,11000,2,11817,5,145,60.1,1
2019,18391,1,12821,5,145,50.4,1
2017,9157,2,14330,5,0,65.7,1
2017,10930,2,6471,5,20,61.4,1
2017,8000,2,20901,5,145,54.3,1.2
2018,10950,2,14415,5,145,65.7,1
2013,5200,2,50501,5,0,65.7,1
2018,13400,2,8271,5,145,60.1,1
2018,8000,2,6334,5,145,57.7,1.2
2017,9350,2,10228,5,145,64.2,1.1
2017,8500,2,17812,5,145,54.3,1.2
2016,11500,2,72085,1,20,67.3,2
2018,9650,2,29163,5,145,65.7,1
2017,16750,2,32879,1,145,54.3,2
2019,16998,2,15888,5,145,60.1,1
2016,7498,2,33631,5,125,54.3,1.2
2018,10498,2,7654,5,150,55.4,1.1
2016,9698,2,21169,5,125,53.3,1
2015,13998,2,28126,1,145,54.3,2
2017,10498,2,22125,5,0,65.7,1
2016,8798,2,47577,1,0,74.3,1.5
2017,11698,2,17750,1,0,74.3,1.5
2018,12998,2,15448,5,145,57.7,1
2019,13998,2,16879,5,150,58.9,1
2018,12500,2,33095,5,145,65.7,1
2017,11700,2,18524,5,20,60.1,1
2018,12500,2,33268,5,145,65.7,1
2018,9500,2,21857,5,145,64.2,1.1
2018,10000,2,21763,5,145,65.7,1
2017,11450,2,23319,5,145,60.1,1
2017,7500,2,10282,5,30,57.7,1.2
2017,11450,2,24521,5,20,60.1,1
2020,18000,2,5,5,145,55.4,1
2017,7700,2,7062,5,145,57.7,1.2
2018,11800,2,17312,5,145,60.1,1
2015,7850,2,19810,5,30,54.3,1.2
2019,18750,2,6157,1,145,54.3,1.5
2017,9750,2,9576,5,145,64.2,1.1
2018,12500,2,9963,5,145,54.3,1
2018,11500,2,16093,5,145,65.7,1
2017,10800,2,36050,5,145,60.1,1
2016,11998,2,28989,1,30,64.2,1.5
2019,17750,2,10785,5,145,34.4,1.5
2019,17500,2,14154,1,145,38.2,2
2018,13750,2,16025,5,145,54.3,1
2017,10400,2,13275,5,145,60.1,1
2017,15995,2,22894,1,145,64.2,1.5
2014,9650,2,63348,1,145,53.3,2
2016,8600,2,32408,5,0,65.7,1
2016,13500,2,36638,1,20,67.3,2
2018,11500,2,10051,5,145,60.1,1
2018,11650,2,7680,5,145,60.1,1
2017,7750,2,22499,5,145,57.7,1.2
2017,9000,2,15378,5,0,65.7,1
2017,11298,2,11806,5,0,65.7,1
2014,5698,2,70745,5,20,60.1,1
2014,5298,2,69323,1,0,76.4,1.5
2013,6498,3,40491,5,150,47.9,1.6
2017,13500,2,9374,1,145,64.2,1.5
2018,11500,2,23239,5,145,65.7,1
2019,10000,2,3914,5,145,47.9,1.2
2018,12598,2,22162,5,150,57.7,1
2015,9498,2,29901,1,0,74.3,1.5
2019,16498,2,14645,5,150,60.1,1
2018,10998,2,25642,5,145,65.7,1
2017,9498,2,8552,5,125,54.3,1.2
2016,10498,2,17685,1,0,74.3,1.5
2017,12998,2,6318,5,160,45.6,1.5
2019,16498,1,5955,5,145,51.4,1
2019,18498,1,6096,1,145,64.2,2
2017,10498,2,26029,1,0,74.3,1.5
2017,8500,2,27400,5,150,53.3,1
2017,11500,2,12061,1,145,78.5,1.5
2018,11450,2,15220,5,145,65.7,1
2018,12850,2,19225,5,145,54.3,1
2019,25500,2,3011,5,145,34.5,2.3
2019,25500,2,6338,5,145,34.5,2.3
2016,9000,2,36565,1,0,74.3,1.5
2015,12000,2,28676,1,125,60.1,2
2016,10250,2,23256,5,125,51.4,1.5
2017,9000,2,19869,1,145,78.5,1.5
2017,9998,2,28761,1,0,74.3,1.5
2017,12198,2,25966,1,30,64.2,1.5
2015,12298,2,33749,1,125,60.1,2
2014,6498,2,34744,5,30,55.4,1
2017,14000,2,43000,5,150,41.5,2
2016,7000,2,65000,1,0,88.3,1.5
2013,4950,2,25300,5,30,57.7,1.2
2017,10500,2,37920,1,145,74.3,1.5
2018,13650,2,13485,5,145,57.7,1
2018,10850,2,12946,5,145,65.7,1
2018,9650,2,15237,5,145,64.2,1.1
2018,9950,2,9649,5,145,64.2,1.1
2018,10000,2,27843,5,145,65.7,1
2013,6776,2,35490,1,20,67.3,1.6
2016,7480,2,62595,1,0,74.3,1.5
2017,8310,2,18680,5,125,54.3,1.2
2017,7625,2,13404,5,145,57.7,1.2
2014,4430,2,28883,5,30,57.7,1.2
2016,8498,2,20447,5,125,54.3,1.2
2018,12698,2,1370,5,145,54.3,1
2018,13998,2,12024,5,145,58.9,1
2017,11498,2,15378,5,20,61.4,1
2015,7698,2,43361,5,20,60.1,1
2018,9000,2,9592,5,145,64.2,1.1
2018,9000,2,10945,5,145,64.2,1.1
2018,10450,2,9000,5,145,64.2,1.1
2018,10450,2,20000,5,145,65.7,1
2018,10000,2,8932,5,145,65.7,1
2017,10000,2,19496,5,145,65.7,1
2018,10650,2,11451,5,145,65.7,1
2016,15000,2,18454,1,145,54.3,2
2017,10000,2,12068,5,145,65.7,1
2017,8850,2,16913,5,125,54.3,1.2
2016,10998,3,13303,5,160,44.8,1.5
2019,17998,1,2676,1,145,64.2,2
2016,8698,2,24917,5,30,57.7,1
2014,7698,2,8487,5,30,54.3,1.2
2016,9998,2,24242,5,0,65.7,1
2017,13998,2,21511,1,150,64.2,1.5
2014,7998,3,29044,5,165,44.1,1.6
2017,11298,2,14604,1,0,74.3,1.5
2019,15298,1,12779,5,145,48.7,1
2019,19298,2,11251,5,145,39.2,1.5
2018,13495,2,14000,1,145,88.3,1.5
2017,13995,2,58402,1,125,60.1,2
2017,14995,2,67318,1,125,56.5,2
2017,14995,2,50565,1,150,56.5,2
2019,16995,3,4401,5,150,45.6,1
2019,18495,2,9447,1,150,54.3,1.5
2016,15495,1,72189,1,125,56.5,2
2017,10495,2,34463,5,145,55.4,1
2017,38015,2,197,1,145,74.3,1.5
2017,13995,2,55121,1,145,54.3,2
2018,16998,2,3713,1,145,54.3,1.5
2013,8698,2,9734,5,0,65.7,1
2018,10498,2,8163,5,150,55.4,1.1
2016,7298,2,33349,5,125,54.3,1.2
2015,9498,2,62232,1,125,60.1,2
2017,14498,2,37886,1,20,67.3,2
2017,10998,2,13888,1,145,68.9,1.5
2017,10798,2,19318,1,30,64.2,1.5
2017,16498,2,25595,5,150,43.5,1.5
2017,16998,2,25129,1,20,67.3,2
2017,14998,1,12757,1,145,56.6,1.5
2017,12498,3,17367,1,30,58.9,1.5
2017,15995,2,22947,1,20,67.3,2
2017,7995,2,18250,5,125,54.3,1.2
2016,16700,2,22704,1,200,44.8,2
2017,7430,2,12370,5,125,54.3,1.2
2015,6999,2,27425,5,125,54.3,1.2
2013,5999,2,41675,5,20,58.9,1
2015,9999,2,45971,1,20,68.9,2
2017,7713,2,12370,5,125,54.3,1.2
2016,9247,2,26199,1,20,68.9,1.5
2017,13190,2,31181,1,145,60.1,2
2018,11810,2,17330,5,145,51.4,1.5
2019,10600,2,2179,5,145,47.9,1.2
2019,10440,2,1524,5,145,47.9,1.2
2019,10460,2,1161,5,145,47.9,1.2
2017,10260,2,20926,5,0,65.7,1
2017,9650,2,42581,1,20,68.9,1.5
2018,15891,2,21651,5,145,45.6,1.5
2018,13691,2,9055,1,145,78.5,1.5
2017,9870,2,23699,5,145,60.1,1
2017,9020,2,29535,5,0,65.7,1
2017,12320,2,28866,1,145,54.3,2
2016,8990,2,7872,5,0,65.7,1
2017,11991,2,23445,1,0,74.3,1.5
2014,5491,2,60259,5,30,54.3,1.2
2016,9210,2,28720,5,0,65.7,1
2017,10491,2,19980,5,0,65.7,1
2017,20627,1,7743,1,145,52.3,2
2019,10850,2,14669,5,145,58.9,1
2018,7500,2,8879,5,145,57.7,1.2
2016,9790,2,34006,1,0,74.3,1.5
2017,7450,2,11690,5,145,57.7,1.2
2013,3691,2,33735,5,30,57.7,1.2
2017,10980,2,28523,1,20,68.9,1.5
2019,14021,1,5489,5,145,48.7,1
2018,16700,2,7732,5,145,60.1,1
2017,12790,2,31959,5,145,48.7,1.5
2018,8095,2,7933,5,145,57.7,1.2
2018,18797,2,5946,5,145,41.5,2
2015,8000,2,45566,1,0,74.3,1.5
2016,8640,2,17782,5,125,54.3,1.2
2014,8830,2,32123,5,30,55.4,1
2014,6250,2,40946,5,0,65.7,1
2016,7495,2,28805,5,125,54.3,1.2
2018,13498,2,18744,1,145,74.3,1.5
2017,17998,2,41269,1,145,44.8,2
2017,10991,2,25899,5,150,60.1,1
2018,12991,2,15623,5,150,57.7,1
2019,12991,2,13505,5,150,58.9,1
2020,15980,2,2489,5,150,55.4,1
2017,13991,3,27492,1,125,58.9,2
2017,9791,2,28000,5,145,52.3,1
2017,11291,3,12857,5,125,51.4,1
2014,7830,2,34567,5,0,65.7,1
2015,7180,2,44583,1,0,74.3,1.5
2017,18491,2,18523,5,200,41.5,2
2018,10760,2,12849,5,145,58.9,1
2018,11030,2,20271,5,145,65.7,1
2018,10870,2,19733,5,145,65.7,1
2016,11290,2,9928,5,20,60.1,1
2015,9221,2,59292,1,20,68.9,2
2016,9791,3,37561,1,20,64.2,1.5
2017,10291,2,12812,1,20,68.9,1.5
2015,8991,2,49633,1,30,64.2,1.5
2014,6691,2,33391,5,30,54.3,1.2
2017,17491,2,20000,1,150,54.3,2
2016,15298,2,62505,1,200,46.3,2
2017,10998,2,31953,1,145,74.3,1.5
2016,7998,2,20777,5,125,54.3,1.2
2016,12498,2,13920,5,160,45.6,1.5
2016,8498,2,39271,1,0,88.3,1.5
2014,9498,2,35003,5,200,42.8,1.6
2017,16998,2,18787,5,165,45.6,1.5
2017,16495,2,33770,5,145,41.5,2
2018,14160,2,10109,5,145,58.9,1
2018,14300,2,9713,5,145,58.9,1
2013,6700,2,62445,1,30,61.4,1.6
2018,10120,2,3665,5,145,64.2,1.1
2016,8800,2,46730,5,0,65.7,1
2014,7580,2,32356,5,0,65.7,1
2013,7860,3,23079,5,145,47.9,1.6
2017,11880,2,2435,5,145,61.4,1
2015,7191,2,63780,1,20,67.3,1.6
2014,6250,2,38906,5,30,54.3,1.2
2015,7720,2,55417,1,30,61.4,1.5
2018,19700,2,8022,5,145,41.5,2
2015,7691,2,24755,5,0,65.7,1
2014,7820,2,39000,1,0,74.3,1.5
2017,10491,2,13326,5,145,65.7,1
2020,20991,2,5750,5,145,49.6,1
2019,18691,2,151,1,145,38.2,2
2017,7350,2,16756,5,145,57.7,1.2
2018,14030,2,8000,5,145,54.3,1
2018,9981,2,4399,5,145,64.2,1.1
2016,9998,2,20125,5,0,65.7,1
2018,9291,2,4191,5,145,47.9,1.2
2017,8770,2,17974,5,125,54.3,1.2
2015,6991,2,29012,5,125,54.3,1.2
2017,9290,2,20286,5,145,65.7,1
2018,12990,2,11814,5,145,57.7,1
2018,10490,2,22345,5,145,58.9,1
2018,11176,2,32038,1,145,64.2,1.5
2018,11150,2,16709,5,150,60.1,1
2017,11150,2,9919,5,145,65.7,1
2017,11190,3,38410,1,145,74.3,1.5
2016,11410,2,47548,1,30,64.2,1.5
2017,18930,2,13965,5,145,41.5,2
2017,9607,2,6596,5,145,64.2,1.1
2018,14790,3,14487,5,145,48.7,1
2018,9691,2,11881,5,145,43.5,1.2
2020,19970,2,2075,5,145,50.4,1
2016,7180,2,27520,5,125,54.3,1.2
2018,10060,2,26629,5,145,56.5,1
2018,9880,2,20860,5,145,65.7,1
2018,10290,2,14696,5,145,58.9,1
2019,12880,2,9018,5,145,58.9,1
2017,10000,2,19383,5,150,52.3,1
2017,8000,2,12418,5,150,57.7,1.2
2017,10650,2,16946,5,150,60.1,1
2017,11650,2,22344,5,150,51.4,1.5
2018,13500,2,17653,5,150,54.3,1
2017,9550,2,21791,5,145,44.8,1.5
2018,14700,2,10000,5,145,54.3,1
2017,6800,2,31611,5,30,57.7,1.2
2017,11000,2,10802,5,145,65.7,1
2018,11000,2,9000,5,145,65.7,1
2019,13860,2,10175,5,145,58.9,1
2019,15050,2,11559,5,145,58.9,1
2019,15470,2,8724,5,145,60.1,1
2019,15590,2,11110,5,145,60.1,1
2019,15020,2,20300,5,145,60.1,1
2019,16370,1,5206,5,145,48.7,1
2019,17250,2,17500,1,145,62.8,1.5
2017,15480,2,25894,5,200,41.5,2
2017,7960,2,34620,5,145,65.7,1
2019,15860,2,12853,1,145,74.3,1.5
2019,13000,2,11233,5,145,60.1,1
2013,7020,2,26445,5,0,65.7,1
2016,16700,2,11968,5,200,41.5,2
2017,8791,2,17459,5,145,47.1,1.4
2017,12480,2,15284,5,160,45.6,1.5
2018,13491,2,22976,1,145,68.9,2
2016,12991,2,21188,1,30,64.2,2
2017,9210,2,17592,5,145,52.3,1
2018,10498,2,11421,5,145,65.7,1
2015,6998,2,30383,5,125,54.3,1.2
2018,14498,2,13218,1,145,80.7,1.5
2016,9998,2,23348,5,20,62.8,1
2019,16998,2,15608,5,145,60.1,1
2019,13998,2,9500,5,150,56.5,1
2018,10500,2,18266,5,150,65.7,1
2017,16500,3,8666,1,145,58.9,1.5
2018,14280,2,15331,1,145,54.3,2
2013,8698,2,62637,1,145,53.3,2
2019,15998,2,5846,5,150,52.3,1
2016,7498,2,25123,5,125,54.3,1.2
2016,11298,2,5796,5,20,62.8,1
2019,16998,1,6641,1,145,64.2,2
2016,14998,2,9054,1,20,67.3,2
2015,7698,2,25858,5,0,65.7,1
2017,9698,2,14708,1,0,74.3,1.5
2017,8998,2,25918,1,20,68.9,1.5
2016,8698,2,16353,5,0,65.7,1
2017,11298,2,17530,1,0,74.3,1.5
2019,19698,2,95,1,145,54.3,1.5
2017,9998,2,17265,5,145,65.7,1
2017,10200,2,11743,5,145,64.2,1.1
2016,16998,2,16018,5,200,41.5,2
2016,14998,2,77137,1,160,48.7,2
2016,8640,2,21763,5,125,54.3,1.2
2014,8367,2,36300,5,30,55.4,1
2019,17530,1,7648,5,145,47.9,1.5
2019,16920,2,4596,1,145,61.4,1.5
2018,13691,2,12603,5,145,58.9,1
2017,11750,2,8556,5,145,60.1,1
2018,12250,2,8000,5,145,65.7,1
2017,8200,2,7616,5,145,57.7,1.2
2017,10500,2,28244,1,0,74.3,1.5
2016,8500,2,19116,5,125,54.3,1.2
2018,11000,2,8468,5,145,65.7,1
2018,10400,2,18515,5,145,65.7,1
2018,14250,2,24038,5,150,60.1,1
2018,13000,2,42678,1,150,62.8,2
2017,8700,2,20785,5,0,65.7,1
2017,17498,2,8800,1,150,54.3,2
2017,17998,2,34034,1,150,56.5,2
2016,9998,2,14010,5,0,65.7,1
2016,9698,2,62703,1,20,68.9,1.5
2017,14498,1,22628,5,235,38.2,2
2019,11498,2,9923,5,145,58.9,1
2017,9698,2,13479,5,30,55.4,1
2017,10498,2,17650,5,145,61.4,1
2016,7498,2,51402,5,30,55.4,1
2019,16798,2,1711,5,145,51.4,1
2016,7998,2,69312,1,0,74.3,1.5
2017,11698,2,8111,5,145,61.4,1
2013,5498,2,67133,1,20,67.3,1.6
2017,8998,2,14188,5,125,54.3,1.2
2017,14998,2,39193,1,145,67.3,2
2015,5998,2,33830,5,30,54.3,1.2
2017,10498,2,21114,5,125,52.3,1
2017,15498,2,37989,5,145,41.5,2
2016,9698,2,29714,1,0,78.5,1.5
2016,8298,2,49173,1,0,74.3,1.5
2017,16298,2,25623,1,125,60.1,2
2015,7998,2,29331,1,0,83.1,1.5
2016,7998,2,26295,5,0,65.7,1
2017,8498,2,26052,5,125,54.3,1.2
2018,10298,2,17672,5,145,65.7,1
2018,15998,1,19872,5,145,44.8,1.5
2018,13498,2,12495,5,145,54.3,1
2013,5998,2,28514,5,30,54.3,1.2
2016,7298,2,33524,1,0,78.5,1.5
2017,14998,2,15707,1,145,64.2,1.5
2019,16937,2,18651,1,145,74.3,1.5
2019,16491,1,18512,1,145,74.3,1.5
2019,19000,2,7124,5,145,60.1,1
2019,19050,2,4637,5,145,60.1,1
2017,12998,2,16733,1,145,64.2,1.5
2018,10998,2,25169,5,145,56.5,1
2017,8498,2,20253,5,145,54.3,1.2
2017,10998,2,10829,5,0,65.7,1
2019,13298,2,15320,5,150,60.1,1
2019,14798,1,12848,5,150,50.4,1
2015,12998,2,37976,1,145,54.3,2
2017,8798,2,26546,5,0,65.7,1
2017,11698,3,10194,1,20,64.2,1.5
2019,16040,2,1891,5,145,58.9,1
